supplier,group,name,unit,size_mm,weight_kg,price_rub,note
ИП Михайлов,Прочие ЖБИ,ФЛ 20.8-3      ГОСТ 13580-85,шт.,2000х780х500,1250.0,6190.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 20.8-4      ГОСТ 13580-85,шт.,2000х780х500,1250.0,6500.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 24.12-1    ГОСТ 13580-85,шт.,2400х1180х500,2300.0,9400.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 24.12-2    ГОСТ 13580-85,шт.,2400х1180х500,2300.0,10095.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 24.12-3    ГОСТ 13580-85,шт.,2400х1180х500,2300.0,11695.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 24.12-4    ГОСТ 13580-85,шт.,2400х1180х500,2300.0,13090.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 24.8-1    ГОСТ 13580-85,шт.,2400х780х500,1450.0,6715.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 24.8-2    ГОСТ 13580-85,шт.,2400х780х500,1450.0,7210.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 24.8-3    ГОСТ 13580-85,шт.,2400х780х500,1450.0,8380.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 24.8-4   ГОСТ 13580-85,шт.,2400х780х500,1450.0,8895.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 28.12-1    ГОСТ 13580-85,шт.,2800х1180х500,2820.0,12020.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 28.12-2    ГОСТ 13580-85,шт.,2800х1180х500,2820.0,13660.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 28.12-3    ГОСТ 13580-85,шт.,2800х1180х500,2820.0,16100.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 28.12-4    ГОСТ 13580-85,шт.,2800х1180х500,2820.0,20130.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 28.24-1    ГОСТ 13580-85,шт.,2800х2380х500,5900.0,22845.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 28.24-2    ГОСТ 13580-85,шт.,2800х2380х500,5900.0,25770.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 28.24-3    ГОСТ 13580-85,шт.,2800х2380х500,5900.0,30420.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 28.24-4    ГОСТ 13580-85,шт.,2800х2380х500,5900.0,38205.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 28.8-1    ГОСТ 13580-85,шт.,2800х780х500,1800.0,7875.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 28.8-2    ГОСТ 13580-85,шт.,2800х780х500,1800.0,8940.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 28.8-3    ГОСТ 13580-85,шт.,2800х780х500,1800.0,10530.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 28.8-4    ГОСТ 13580-85,шт.,2800х780х500,1800.0,13110.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 32.12-1    ГОСТ 13580-85,шт.,3200х1180х500,3230.0,13965.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 32.12-2    ГОСТ 13580-85,шт.,3200х1180х500,3230.0,17190.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 32.12-3    ГОСТ 13580-85,шт.,3200х1180х500,3230.0,22140.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 32.8-1    ГОСТ 13580-85,шт.,3200х780х500,2050.0,9820.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 32.8-2    ГОСТ 13580-85,шт.,3200х780х500,2050.0,12070.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 32.8-3    ГОСТ 13580-85,шт.,3200х780х500,2050.0,15590.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 6.12-4       ГОСТ 13580-85,шт.,1180х600х300,450.0,1860.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 6.24-4       ГОСТ 13580-85,шт.,2380х600х300,930.0,3670.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 8.12-1       ГОСТ 13580-85,шт.,800х1180х300,550.0,2450.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 8.12-3       ГОСТ 13580-85,шт.,800х1180х300,550.0,2500.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 8.12-4       ГОСТ 13580-85,шт.,800х1180х300,550.0,2705.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 8.24-1       ГОСТ 13580-85,шт.,800х2380х300,1150.0,4570.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 8.24-3       ГОСТ 13580-85,шт.,800х2380х300,1150.0,4660.0,
ИП Михайлов,Прочие ЖБИ,ФЛ 8.24-4       ГОСТ 13580-85,шт.,800х2380х300,1150.0,5015.0,
ИП Михайлов,Прочие ЖБИ,Цветник Ц 4-25,шт.,,510.0,2620.0,
ИП Михайлов,Сваи,КЦД 20-10 ч (с квадр. дном),шт.,"d=2000, h=1000",4080.0,23715.0,
ИП Михайлов,Сваи,ПКЛ-10 бытовая с полимерным люком,шт.,"d=1160,  h=100",210.0,2235.0,
ИП Михайлов,Сваи,ПКЛ-15 бытовая с п. л.,шт.,"d=1680, h=100",323.0,4200.0,
ИП Михайлов,Сваи,ПО-2М (с фартуком),шт.,2500х3000х150,1600.0,10075.0,
ИП Михайлов,Тротуарная плитка,ПТ 300 х 300 х 50 рисунок,шт.,300х300х50,9.0,70.0,
ИП Михайлов,Тротуарная плитка,ПТ 470 х 400 х 55,шт.,470х400х55,20.0,135.0,
ИП Михайлов,Тротуарная плитка,"Покрытие ПТ 300.120.12-1,5",шт.,2990х1180х120,1050.0,4745.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.120.12-12,шт.,2990х1180х120,1050.0,6585.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.120.12-15,шт.,2990х1180х120,1050.0,6885.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.120.12-3,шт.,2990х1180х120,1050.0,5020.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.120.12-6,шт.,2990х1180х120,1050.0,5365.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.120.12-9,шт.,2990х1180х120,1050.0,5795.0,
ИП Михайлов,Тротуарная плитка,"Покрытие ПТ 300.150.12-1,5",шт.,2990х1480х120,1330.0,6055.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.150.12-3,шт.,2990х1480х120,1330.0,6790.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.150.12-6,шт.,2990х1480х120,1330.0,7495.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.150.14-12,шт.,2990х1480х140,1550.0,11645.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.150.14-15,шт.,2990х1480х140,1550.0,11645.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.150.14-9,шт.,2990х1480х140,1550.0,9155.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.180.14-3,шт.,2990х1780х140,1880.0,9685.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.180.20-15,шт.,2990х1780х200,2660.0,16330.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.240.25-15,шт.,2990х2380х250,4450.0,32465.0,
ИП Михайлов,Тротуарная плитка,"Покрытие ПТ 300.90.10-1,5",шт.,2990х880х100,660.0,3250.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.90.10-15,шт.,2990х880х100,660.0,3970.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.90.10-3,шт.,2990х880х100,660.0,3335.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.90.10-6,шт.,2990х880х100,660.0,3635.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 300.90.10-9,шт.,2990х880х100,660.0,3780.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 36.30.6-15,шт.,360х280х60,15.0,250.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 36.60.8-6,шт.,360х580х80,43.0,450.0,
ИП Михайлов,Тротуарная плитка,"Покрытие ПТ 75.120.12-1,5",шт.,740х1180х120,260.0,1380.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.120.12-12,шт.,740х1180х120,260.0,1795.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.120.12-15,шт.,740х1180х120,260.0,1845.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.120.12-3,шт.,740х1180х120,260.0,1435.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.120.12-9,шт.,740х1180х120,260.0,1485.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.150.12-3,шт.,740х1480х120,330.0,1735.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.150.12-6,шт.,740х1480х120,330.0,1865.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.150.14-12,шт.,740х1480х140,380.0,2780.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.150.14-15,шт.,740х1480х140,380.0,2735.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.150.14-9,шт.,740х1480х140,380.0,2285.0,
ИП Михайлов,Тротуарная плитка,"Покрытие ПТ 75.180.14-1,5",шт.,740х1780х140,450.0,2465.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.180.14-3,шт.,740х1780х140,450.0,2600.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.180.14-6,шт.,740х1780х140,450.0,2835.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.180.14-9,шт.,740х1780х140,450.0,3355.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.180.16-12,шт.,740х1780х160,530.0,3675.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.180.20-15,шт.,740х1780х200,650.0,3895.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.210.14-3,шт.,740х2080х140,550.0,2965.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.210.14-6,шт.,740х2080х140,550.0,3805.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.210.16-9,шт.,740х2080х160,630.0,4055.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.210.20-12,шт.,740х2080х200,780.0,4325.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.210.20-15,шт.,740х2080х200,780.0,5310.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.240.14-3,шт.,740х2380х140,630.0,3825.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.240.14-6,шт.,740х2380х140,630.0,5150.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.30.6-15,шт.,740х280х60,30.0,305.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.45.6-12,шт.,740х430х60,48.0,405.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.45.6-15,шт.,740х430х60,48.0,425.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.45.6-3,шт.,740х430х60,48.0,375.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.45.6-6,шт.,740х430х60,48.0,385.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.45.6-9,шт.,740х430х60,48.0,390.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.60.8-15,шт.,740х580х80,85.0,615.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.60.8-3,шт.,740х580х80,85.0,545.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.60.8-6,шт.,740х580х80,85.0,565.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.60.8-9,шт.,740х580х80,85.0,595.0,
ИП Михайлов,Тротуарная плитка,"Покрытие ПТ 75.90.10-1,5",шт.,740х880х100,160.0,895.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.90.10-15,шт.,740х880х100,160.0,1095.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.90.10-3,шт.,740х880х100,160.0,915.0,
ИП Михайлов,Тротуарная плитка,Покрытие ПТ 75.90.10-6,шт.,740х880х100,160.0,955.0,
ИП Михайлов,Фундаментные блоки,ФБС 12-3-3т,шт.,1180х300х280,230.0,870.0,
ИП Михайлов,Фундаментные блоки,ФБС 12-3-4т,шт.,1180х300х380,331.0,1345.0,
ИП Михайлов,Фундаментные блоки,ФБС 12-3-6т,шт.,1180х300х580,460.0,1620.0,
ИП Михайлов,Фундаментные блоки,ФБС 12-4-3т,шт.,1180х400х280,320.0,1130.0,
ИП Михайлов,Фундаментные блоки,ФБС 12-4-5т,шт.,1180х400х480,550.0,2030.0,
ИП Михайлов,Фундаментные блоки,ФБС 12-4-6т,шт.,1180х400х580,640.0,2165.0,
ИП Михайлов,Фундаментные блоки,ФБС 12-5-3т,шт.,1180х500х280,395.0,1455.0,
ИП Михайлов,Фундаментные блоки,ФБС 12-5-6т,шт.,1180х500х580,790.0,2685.0,
ИП Михайлов,Фундаментные блоки,ФБС 12-6-3т,шт.,1180х600х280,460.0,1680.0,
ИП Михайлов,Фундаментные блоки,ФБС 12-6-4т,шт.,1180х600х380,662.0,2680.0,
ИП Михайлов,Фундаментные блоки,ФБС 12-6-6т,шт.,1180х600х580,960.0,3905.0,
ИП Михайлов,Фундаментные блоки,ФБС 16-3-6т,шт.,1580х300х580,700.0,2295.0,
ИП Михайлов,Фундаментные блоки,ФБС 16-6-4т,шт.,1580х600х380,883.0,3285.0,
ИП Михайлов,Фундаментные блоки,ФБС 18-3-3т,шт.,1780х300х280,370.0,1330.0,
ИП Михайлов,Фундаментные блоки,ФБС 18-3-6т,шт.,1780х300х580,740.0,2580.0,
ИП Михайлов,Фундаментные блоки,ФБС 18-4-3т,шт.,1780х400х280,500.0,1755.0,
ИП Михайлов,Фундаментные блоки,ФБС 18-4-6т,шт.,1780х400х580,990.0,3370.0,
ИП Михайлов,Фундаментные блоки,ФБС 18-5-3т,шт.,1780х500х280,,2140.0,
ИП Михайлов,Фундаментные блоки,ФБС 18-5-6т,шт.,1780х500х580,1187.0,4230.0,
ИП Михайлов,Фундаментные блоки,ФБС 18-6-3т,шт.,1780х600х280,,2530.0,
ИП Михайлов,Фундаментные блоки,ФБС 18-6-6т,шт.,1780х600х580,1440.0,4830.0,
ИП Михайлов,Фундаментные блоки,ФБС 20-3-6т,шт.,1980х300х580,790.0,2905.0,
ИП Михайлов,Фундаментные блоки,ФБС 24-3-3т,шт.,2380х300х280,490.0,1705.0,
ИП Михайлов,Фундаментные блоки,ФБС 24-3-4т,шт.,2380х300х380,662.0,2545.0,
ИП Михайлов,Фундаментные блоки,ФБС 24-3-6т,шт.,2380х300х580,970.0,3140.0,
ИП Михайлов,Фундаментные блоки,ФБС 24-4-3т,шт.,2380х400х280,650.0,2290.0,
ИП Михайлов,Фундаментные блоки,ФБС 24-4-5т,шт.,2380х400х480,1100.0,4040.0,
ИП Михайлов,Фундаментные блоки,ФБС 24-4-6т,шт.,2380х400х580,1300.0,4120.0,
ИП Михайлов,Фундаментные блоки,ФБС 24-5-3т,шт.,2380х500х280,815.0,3000.0,
ИП Михайлов,Фундаментные блоки,ФБС 24-5-6т,шт.,2380х500х580,1630.0,5210.0,
ИП Михайлов,Фундаментные блоки,ФБС 24-6-3т,шт.,2380х600х280,980.0,3670.0,
ИП Михайлов,Фундаментные блоки,ФБС 24-6-6т,шт.,2380х600х580,1960.0,6395.0,
ИП Михайлов,Фундаментные блоки,ФБС 4-3-3т,шт.,380х300х280,80.0,685.0,
ИП Михайлов,Фундаментные блоки,ФБС 4-3-6т,шт.,380х300х580,150.0,865.0,
ИП Михайлов,Фундаментные блоки,ФБС 4-4-3т,шт.,380х400х280,98.0,630.0,
ИП Михайлов,Фундаментные блоки,ФБС 4-4-6т,шт.,380х400х580,200.0,1090.0,
ИП Михайлов,Фундаментные блоки,ФБС 4-5-6т,шт.,380х500х580,276.0,1340.0,
ИП Михайлов,Фундаментные блоки,ФБС 4-6-6т,шт.,380х600х580,331.0,1560.0,
ИП Михайлов,Фундаментные блоки,ФБС 6-3-3т,шт.,580х300х280,135.0,715.0,
ИП Михайлов,Фундаментные блоки,ФБС 6-3-6т,шт.,580х300х580,250.0,1165.0,
ИП Михайлов,Фундаментные блоки,ФБС 6-4-3т,шт.,580х400х280,166.0,890.0,
ИП Михайлов,Фундаментные блоки,ФБС 6-4-6т,шт.,580х400х580,300.0,1625.0,
ИП Михайлов,Фундаментные блоки,ФБС 6-5-6т,шт.,580х500х580,387.0,1905.0,
ИП Михайлов,Фундаментные блоки,ФБС 6-6-6т,шт.,580х600х580,500.0,2180.0,
ИП Михайлов,Фундаментные блоки,ФБС 8-3-6т,шт.,780х300х580,331.0,1570.0,
ИП Михайлов,Фундаментные блоки,ФБС 8-4-6т,шт.,780х400х580,420.0,1820.0,
ИП Михайлов,Фундаментные блоки,ФБС 8-5-6т,шт.,780х500х580,520.0,2075.0,
ИП Михайлов,Фундаментные блоки,ФБС 8-6-6т,шт.,780х600х580,662.0,2605.0,
ИП Михайлов,Фундаментные блоки,ФБС 9-3-3т,шт.,880х300х280,175.0,790.0,
ИП Михайлов,Фундаментные блоки,ФБС 9-3-6т,шт.,880х300х580,350.0,1290.0,
ИП Михайлов,Фундаментные блоки,ФБС 9-4-3т,шт.,880х400х280,235.0,1105.0,
ИП Михайлов,Фундаментные блоки,ФБС 9-4-6т,шт.,880х400х580,470.0,1685.0,
ИП Михайлов,Фундаментные блоки,ФБС 9-5-3т,шт.,880х500х280,295.0,1220.0,
ИП Михайлов,Фундаментные блоки,ФБС 9-5-6т,шт.,880х500х580,590.0,2120.0,
ИП Михайлов,Фундаментные блоки,ФБС 9-6-3т,шт.,880х600х280,350.0,1440.0,
ИП Михайлов,Фундаментные блоки,ФБС 9-6-6т,шт.,880х600х580,700.0,2535.0,
ИП Михайлов,Элементы ограждений,ПО-2,шт.,2500х3000х150,1311.0,9265.0,
ИП Михайлов,Элементы ограждений,Стакан забора ФО-2,шт.,950х530х750,600.0,2600.0,
Промстрой,Бордюры,Бордюр дорожный,шт.,БР 1000х300х150 мм,90.0,450.0,24 шт./поддон; 2200 кг/поддон
Промстрой,Бордюры,Бордюр дорожный Б1 (с фаской),шт.,БР 1000х300х150 мм,105.0,510.0,24 шт./поддон; на сайте указано 1680 кг/поддон
Промстрой,Бордюры,Бордюр магистральный,шт.,БР 1000х300х180 мм,110.0,530.0,18 шт./поддон; 2000 кг/поддон
Промстрой,Бордюры,Бордюр мостовой 1000х450х180,шт.,БР 1000х450х180 мм,180.0,900.0,10 шт./поддон; 1825 кг/поддон
Промстрой,Бордюры,Бордюр мостовой 1000х600х180,шт.,БР 1000х600х180 мм,230.0,1450.0,8 шт./поддон; 1840 кг/поддон
Промстрой,Бордюры,Бордюр мостовой 1000х600х200,шт.,БР 1000х600х200 мм,250.0,1450.0,8 шт./поддон; 2025 кг/поддон
Промстрой,Бордюры,Бордюр садовый,шт.,БР 1000х200х80 мм,34.0,220.0,45 шт./поддон; 1550 кг/поддон
Промстрой,Бордюры,Бордюр садовый (повышенный),шт.,БР 1000х250х100 мм,58.0,300.0,28 шт./поддон; 1624 кг/поддон
Промстрой,Бордюры,Бордюр садовый 500 мм,шт.,БР 500х200х80 мм,17.0,120.0,100 шт./поддон; 1725 кг/поддон
Промстрой,Бордюры,Бордюр садовый 600 мм,шт.,БР 600х200х80 мм,17.0,170.0,100 шт./поддон; 1725 кг/поддон
ТУБЕТОН,Аэродромные плиты,Плита аэродромная ПАГ-14 ТУ (10/2),шт.,6000х2000х140,4200.0,26400.0,
ТУБЕТОН,Аэродромные плиты,Плита аэродромная ПАГ-14 ТУ (6/1),шт.,6000х2000х140,4200.0,24400.0,
ТУБЕТОН,Аэродромные плиты,Плита аэродромная ПАГ-14А800.1-1 ГОСТ 25912-2015,шт.,6000х2000х140,4200.0,27400.0,
ТУБЕТОН,Аэродромные плиты,Плита аэродромная ПАГ-18 ТУ (8/1),шт.,6000х2000х180,5400.0,30500.0,
ТУБЕТОН,Аэродромные плиты,Плита аэродромная ПАГ-18А800-1 ГОСТ 25912-2015,шт.,6000х2000х180,5400.0,33000.0,
ТУБЕТОН,Аэродромные плиты,Плита аэродромная ПАГ-20 ГОСТ 25912-2015,шт.,6000х2000х200,6000.0,50000.0,
ТУБЕТОН,Дорожные плиты,Плита дорожная 1П 30.18-30 ГОСТ 21924.0-84,шт.,3000х1750х170,2200.0,14700.0,Для постоянных дорог; гравий
ТУБЕТОН,Дорожные плиты,Плита дорожная 2П 30.18-30 ГОСТ 21924-2024,шт.,3000х1750х170,2200.0,13200.0,В30 М-400
ТУБЕТОН,Дорожные плиты,Плита дорожная 2П 30.18-30 ГОСТ 21924.0-84,шт.,3000х1750х170,2200.0,12200.0,"В22,5 М-300"
ТУБЕТОН,Дорожные плиты,Плита дорожная ПД 30.18-30 1с по ТУ,шт.,3000х1750х170,2200.0,7900.0,Временные дороги
ТУБЕТОН,Дорожные плиты,Плита дорожная ПД 30.18-30 по ТУ,шт.,3000х1750х170,2200.0,8200.0,Временные дороги
ТУБЕТОН,Фундаментные блоки,Блок фундаментный ФБС 12.4.6-Т,шт.,1180х400х580,640.0,3000.0,
ТУБЕТОН,Фундаментные блоки,Блок фундаментный ФБС 12.6.6-Т,шт.,1180х600х580,960.0,4500.0,
ТУБЕТОН,Фундаментные блоки,Блок фундаментный ФБС 24.3.6-Т,шт.,2380х300х580,970.0,3400.0,
ТУБЕТОН,Фундаментные блоки,Блок фундаментный ФБС 24.4.6-Т,шт.,2380х400х580,1300.0,4500.0,
ТУБЕТОН,Фундаментные блоки,Блок фундаментный ФБС 24.4.6-Т УС,шт.,2380х400х580,1300.0,4500.0,УС
ТУБЕТОН,Фундаментные блоки,Блок фундаментный ФБС 24.6.6-Т,шт.,2380х600х580,1960.0,6600.0,
ТУБЕТОН,Элементы ограждений,Плита железобетонного ограждения ПО-2,шт.,2500х3000х150,1600.0,14500.0,Панель ограждения
ТУБЕТОН,Элементы ограждений,Плита железобетонного ограждения ПО-2М,шт.,2500х3000х150,1600.0,15000.0,Панель ограждения
ТУБЕТОН,Элементы ограждений,Фундамент железобетонного ограждения ФО-2,шт.,950х530х750,600.0,3000.0,Стакан ограждения
